Suite,Method,Function,Median,IQR,N
BBOB,Standard-BO(qLogEI),BBOB-f07-i1-d5,0.9225489941012341,1.05952097453482,5
BBOB,Standard-BO(qLogEI),BBOB-f07-i1-d10,9.760593102225982,13.809094911269597,5
BBOB,Standard-BO(qLogEI),BBOB-f08-i1-d5,45.348747596798034,23.569181083853977,5
BBOB,Standard-BO(qLogEI),BBOB-f08-i1-d10,210.0612337455763,154.0004238049785,5
BBOB,Standard-BO(qLogEI),BBOB-f09-i1-d5,47.68272981079245,38.11767786563016,5
BBOB,Standard-BO(qLogEI),BBOB-f09-i1-d10,82.6944748919221,297.7391593992512,5
BBOB,Standard-BO(qLogEI),BBOB-f10-i1-d5,2287.2611793101482,1000.179389143665,5
BBOB,Standard-BO(qLogEI),BBOB-f10-i1-d10,20204.050660855777,19592.940709921662,5
BBOB,Standard-BO(qLogEI),BBOB-f11-i1-d5,50.380696827594136,26.98154905076227,5
BBOB,Standard-BO(qLogEI),BBOB-f11-i1-d10,67.07455027528248,12.906863210121031,5
BBOB,Standard-BO(qLogEI),BBOB-f12-i1-d5,529261.5102977345,928031.1931772792,5
BBOB,Standard-BO(qLogEI),BBOB-f12-i1-d10,5396257.86675392,3787829.50948859,5
BBOB,Standard-BO(qLogEI),BBOB-f13-i1-d5,15.987675820444089,9.529523596855782,5
BBOB,Standard-BO(qLogEI),BBOB-f13-i1-d10,18.084339775067832,4.52573785773879,5
BBOB,Standard-BO(qLogEI),BBOB-f14-i1-d5,0.18903976946971568,0.1280576048920068,5
BBOB,Standard-BO(qLogEI),BBOB-f14-i1-d10,0.1478714628723381,0.09749548879896963,5
BBOB,Standard-BO(qLogEI),BBOB-f15-i1-d5,24.174499375877303,2.811028265657683,5
BBOB,Standard-BO(qLogEI),BBOB-f15-i1-d10,84.05216260613201,9.406233681280355,5
BBOB,Standard-BO(qLogEI),BBOB-f16-i1-d5,15.818310262127042,6.496418492943306,5
BBOB,Standard-BO(qLogEI),BBOB-f16-i1-d10,8.192092700447489,9.702993572653014,5
BBOB,Standard-BO(qLogEI),BBOB-f17-i1-d5,1.342685255941749,1.2133044417416325,5
BBOB,Standard-BO(qLogEI),BBOB-f17-i1-d10,1.9494559930622088,0.7644644808338121,5
BBOB,Standard-BO(qLogEI),BBOB-f18-i1-d5,3.907423363971251,2.084103495113766,5
BBOB,Standard-BO(qLogEI),BBOB-f18-i1-d10,13.3236609752006,5.183702189365357,5
BBOB,Standard-BO(qLogEI),BBOB-f19-i1-d5,3.8322325480899764,0.9657977060442136,5
BBOB,Standard-BO(qLogEI),BBOB-f19-i1-d10,4.649082933045847,2.054252460321649,5
BBOB,Standard-BO(qLogEI),BBOB-f20-i1-d5,2.2496026969442937,0.558298157848526,5
BBOB,Standard-BO(qLogEI),BBOB-f20-i1-d10,2.560278027213485,0.55841788070029,5
BBOB,Standard-BO(qLogEI),BBOB-f21-i1-d5,2.1200117562691005,0.4418904699698203,5
BBOB,Standard-BO(qLogEI),BBOB-f21-i1-d10,2.026416482386729,0.6228324015111397,5
BBOB,Standard-BO(qLogEI),BBOB-f22-i1-d5,1.9586258259664646,5.769357187023161,5
BBOB,Standard-BO(qLogEI),BBOB-f22-i1-d10,1.9689875247265718,19.83213890405807,5
BBOB,Standard-BO(qLogEI),BBOB-f23-i1-d5,4.505069629660794,1.0979099900475475,5
BBOB,Standard-BO(qLogEI),BBOB-f23-i1-d10,3.6997537050068745,0.5055497278809398,5
BBOB,Standard-BO(qLogEI),BBOB-f24-i1-d5,25.705050413976423,5.877060242402905,5
BBOB,Standard-BO(qLogEI),BBOB-f24-i1-d10,67.62536857358565,17.961412996698897,5
BBOB,CMA-ES,BBOB-f01-i1-d5,1.1097522580031693,0.4560272831983667,5
BBOB,CMA-ES,BBOB-f01-i1-d10,4.5125104708886425,1.9029452245658405,5
BBOB,CMA-ES,BBOB-f02-i1-d5,24221.360333240922,35808.2423389546,5
BBOB,CMA-ES,BBOB-f02-i1-d10,56943.058976646666,59774.221053071364,5
BBOB,CMA-ES,BBOB-f03-i1-d5,30.403034562798325,11.831352273683876,5
BBOB,CMA-ES,BBOB-f03-i1-d10,89.8856138500135,20.015713634155873,5
BBOB,CMA-ES,BBOB-f04-i1-d5,50.81567008724585,24.02006654651791,5
BBOB,CMA-ES,BBOB-f04-i1-d10,151.83454116891772,24.12961539831349,5
BBOB,CMA-ES,BBOB-f05-i1-d5,14.073313443266914,9.391646151956682,5
BBOB,CMA-ES,BBOB-f05-i1-d10,17.0399396365448,10.493636402735802,5
BBOB,CMA-ES,BBOB-f06-i1-d5,23.227929060815555,2.9919484046552753,5
BBOB,CMA-ES,BBOB-f06-i1-d10,60.35775202212603,34.04854931421513,5
BBOB,CMA-ES,BBOB-f07-i1-d5,6.324760783009154,2.790102285952912,5
BBOB,CMA-ES,BBOB-f07-i1-d10,34.32831584130935,1.8667664705699565,5
BBOB,CMA-ES,BBOB-f08-i1-d5,459.5896757906704,400.5860949963619,5
BBOB,CMA-ES,BBOB-f08-i1-d10,663.015868103383,435.6516120677122,5
BBOB,CMA-ES,BBOB-f09-i1-d5,151.7170468833413,154.97998357086084,5
BBOB,CMA-ES,BBOB-f09-i1-d10,568.3216879396485,812.1044683925907,5
BBOB,CMA-ES,BBOB-f10-i1-d5,16198.815696890555,6578.048174895113,5
BBOB,CMA-ES,BBOB-f10-i1-d10,73233.68041183159,21455.02251721087,5
BBOB,CMA-ES,BBOB-f11-i1-d5,76.24324769188856,29.183408411953565,5
BBOB,CMA-ES,BBOB-f11-i1-d10,146.895721730861,141.13570248162034,5
BBOB,CMA-ES,BBOB-f12-i1-d5,694283.8787985264,532923.4394484044,5
BBOB,CMA-ES,BBOB-f12-i1-d10,4583035.167014331,2665909.438106398,5
BBOB,CMA-ES,BBOB-f13-i1-d5,200.91178364070154,128.21903413577692,5
BBOB,CMA-ES,BBOB-f13-i1-d10,335.9249542786041,143.28884356257254,5
BBOB,CMA-ES,BBOB-f14-i1-d5,0.38006525702366645,0.9973707043302795,5
BBOB,CMA-ES,BBOB-f14-i1-d10,3.5564112370650776,1.728101099451898,5
BBOB,CMA-ES,BBOB-f15-i1-d5,41.15110876350059,6.366404180566406,5
BBOB,CMA-ES,BBOB-f15-i1-d10,85.13017612993485,24.79828878065655,5
BBOB,CMA-ES,BBOB-f16-i1-d5,11.148065616921969,0.5620504249385476,5
BBOB,CMA-ES,BBOB-f16-i1-d10,20.095134599888866,1.6116048057726289,5
BBOB,CMA-ES,BBOB-f17-i1-d5,2.449592923311293,0.3139897217897243,5
BBOB,CMA-ES,BBOB-f17-i1-d10,4.166943224210959,0.3844239616601737,5
BBOB,CMA-ES,BBOB-f18-i1-d5,8.142888758380943,5.130699453411276,5
BBOB,CMA-ES,BBOB-f18-i1-d10,14.71041454044224,2.7705882448568904,5
BBOB,CMA-ES,BBOB-f19-i1-d5,4.308071535132797,0.8031126282386509,5
BBOB,CMA-ES,BBOB-f19-i1-d10,6.569529359930343,0.39611472996166697,5
BBOB,CMA-ES,BBOB-f20-i1-d5,2.7957202475806753,1.1499703556922896,5
BBOB,CMA-ES,BBOB-f20-i1-d10,3.7800330102386397,84.2263786259067,5
BBOB,CMA-ES,BBOB-f21-i1-d5,5.1026659140345245,3.467395339052281,5
BBOB,CMA-ES,BBOB-f21-i1-d10,9.533860554551374,15.597223316607419,5
BBOB,CMA-ES,BBOB-f22-i1-d5,9.42397721738189,5.555084834302647,5
BBOB,CMA-ES,BBOB-f22-i1-d10,10.847940054314222,1.6276640675406497,5
BBOB,CMA-ES,BBOB-f23-i1-d5,4.181639259328549,1.5227172237903677,5
BBOB,CMA-ES,BBOB-f23-i1-d10,3.237176097821451,0.7165645221599846,5
BBOB,CMA-ES,BBOB-f24-i1-d5,41.86987706921259,6.596508220219448,5
BBOB,CMA-ES,BBOB-f24-i1-d10,89.3709850041101,6.706239995758267,5
BBOB,GA-BO-TR (no diversity),BBOB-f01-i1-d5,0.000711550211605072,0.0003185305802304583,5
BBOB,GA-BO-TR (no diversity),BBOB-f01-i1-d10,0.0036292978472260984,0.0006815093100982494,5
BBOB,GA-BO-TR (no diversity),BBOB-f02-i1-d5,29.484168444814713,142.2743925073145,5
BBOB,GA-BO-TR (no diversity),BBOB-f02-i1-d10,1126.749480494839,3729.8160026171204,5
BBOB,GA-BO-TR (no diversity),BBOB-f03-i1-d5,28.702521224093914,17.24695357926504,5
BBOB,GA-BO-TR (no diversity),BBOB-f03-i1-d10,62.31455378138577,18.64658979863117,5
BBOB,GA-BO-TR (no diversity),BBOB-f04-i1-d5,55.78560685963129,11.743382278743525,5
BBOB,GA-BO-TR (no diversity),BBOB-f04-i1-d10,110.98148183747071,39.65258184078641,5
BBOB,GA-BO-TR (no diversity),BBOB-f05-i1-d5,0.25077999933490247,0.11164515351427085,5
BBOB,GA-BO-TR (no diversity),BBOB-f05-i1-d10,1.019828124450246,0.3580190659918543,5
BBOB,GA-BO-TR (no diversity),BBOB-f06-i1-d5,29.915771724993895,12.424372685054394,5
BBOB,GA-BO-TR (no diversity),BBOB-f06-i1-d10,45.1452362844768,6.883856122150888,5
BBOB,GA-BO-TR (no diversity),BBOB-f07-i1-d5,1.8336524315755156,0.43609186992044613,5
BBOB,GA-BO-TR (no diversity),BBOB-f07-i1-d10,5.502234168221278,3.191124754684992,5
BBOB,GA-BO-TR (no diversity),BBOB-f08-i1-d5,5.419928185271999,5.504997515467181,5
BBOB,GA-BO-TR (no diversity),BBOB-f08-i1-d10,90.55437791781745,80.54668398077263,5
BBOB,GA-BO-TR (no diversity),BBOB-f09-i1-d5,8.287197394816687,25.676112267262596,5
BBOB,GA-BO-TR (no diversity),BBOB-f09-i1-d10,36.81507182147929,49.00651668209454,5
BBOB,GA-BO-TR (no diversity),BBOB-f10-i1-d5,1600.66812446669,1405.3818449171997,5
BBOB,GA-BO-TR (no diversity),BBOB-f10-i1-d10,8794.104829588969,3707.6618489839175,5
BBOB,GA-BO-TR (no diversity),BBOB-f11-i1-d5,37.420567677863104,3.027781718930143,5
BBOB,GA-BO-TR (no diversity),BBOB-f11-i1-d10,81.18579215130778,52.67791902278725,5
BBOB,GA-BO-TR (no diversity),BBOB-f12-i1-d5,982.0925733110525,884.8686330829577,5
BBOB,GA-BO-TR (no diversity),BBOB-f12-i1-d10,22219.11956647444,30339.330499535994,5
BBOB,GA-BO-TR (no diversity),BBOB-f13-i1-d5,12.613996958029695,8.456115069354567,5
BBOB,GA-BO-TR (no diversity),BBOB-f13-i1-d10,17.6025766435276,6.212571643990785,5
BBOB,GA-BO-TR (no diversity),BBOB-f14-i1-d5,0.020604470763061045,0.0208554690853191,5
BBOB,GA-BO-TR (no diversity),BBOB-f14-i1-d10,0.06947162905938598,0.04079601818842349,5
BBOB,GA-BO-TR (no diversity),BBOB-f15-i1-d5,27.292607846948385,7.069031640191497,5
BBOB,GA-BO-TR (no diversity),BBOB-f15-i1-d10,60.216371892467805,15.476080406708206,5
BBOB,GA-BO-TR (no diversity),BBOB-f16-i1-d5,1.6201534294510083,0.3288537380115173,5
BBOB,GA-BO-TR (no diversity),BBOB-f16-i1-d10,4.014393263715178,2.6090709364983695,5
BBOB,GA-BO-TR (no diversity),BBOB-f17-i1-d5,1.8261781814128586,1.400827399819148,5
BBOB,GA-BO-TR (no diversity),BBOB-f17-i1-d10,2.104983554285015,1.7623974462706187,5
BBOB,GA-BO-TR (no diversity),BBOB-f18-i1-d5,3.0544164963296385,5.9558049470425,5
BBOB,GA-BO-TR (no diversity),BBOB-f18-i1-d10,8.31813240136881,5.488646376783775,5
BBOB,GA-BO-TR (no diversity),BBOB-f19-i1-d5,2.8302904174057915,1.8335668166733825,5
BBOB,GA-BO-TR (no diversity),BBOB-f19-i1-d10,6.385015141468642,1.3994011312417882,5
BBOB,GA-BO-TR (no diversity),BBOB-f20-i1-d5,2.2089216925759274,0.29363346351556174,5
BBOB,GA-BO-TR (no diversity),BBOB-f20-i1-d10,2.256504966246098,0.40927462685363025,5
BBOB,GA-BO-TR (no diversity),BBOB-f21-i1-d5,5.785763462449523,3.7802600159231403,5
BBOB,GA-BO-TR (no diversity),BBOB-f21-i1-d10,2.0095882052876846,0.767283329169814,5
BBOB,GA-BO-TR (no diversity),BBOB-f22-i1-d5,2.59218246079638,0.6372014631148204,5
BBOB,GA-BO-TR (no diversity),BBOB-f22-i1-d10,1.9880766144655126,2.575228720545738,5
BBOB,GA-BO-TR (no diversity),BBOB-f23-i1-d5,3.4326721428813807,2.640629742406915,5
BBOB,GA-BO-TR (no diversity),BBOB-f23-i1-d10,3.159774069518382,0.4643814160704487,5
BBOB,GA-BO-TR (no diversity),BBOB-f24-i1-d5,23.697306592770516,5.765439687642626,5
BBOB,GA-BO-TR (no diversity),BBOB-f24-i1-d10,79.77730422846044,12.133973303184234,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f01-i1-d5,3.421609808640369e-05,3.386279976780315e-05,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f01-i1-d10,0.0007319771274580944,0.00018486540939477436,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f02-i1-d5,1916.1984229950785,1235.7877548868344,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f02-i1-d10,6792.572289297706,1297.7210448991354,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f03-i1-d5,18.87904185576224,5.314041808391266,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f03-i1-d10,76.01699056497,3.4822517036918157,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f04-i1-d5,85.05644515157172,8.982086506624114,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f04-i1-d10,179.88863785269143,7.8872454912399235,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f05-i1-d5,0.0,0.0,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f05-i1-d10,0.0,0.0,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f06-i1-d5,35.134545738120586,21.6037172520968,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f06-i1-d10,74.00650836345903,6.539670706024879,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f07-i1-d5,2.409563948751412,0.56407779963736,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f07-i1-d10,8.001902796171294,3.5538511883840727,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f08-i1-d5,111.502579283041,145.49157168816072,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f08-i1-d10,368.5824563779397,142.74663207547474,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f09-i1-d5,177.21206862294974,185.93578533565704,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f09-i1-d10,366.18229879992197,620.1336541774797,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f10-i1-d5,4640.191960988772,4568.95057749071,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f10-i1-d10,53718.96627450888,33778.65303641368,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f11-i1-d5,80.47053659379002,69.40121709086465,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f11-i1-d10,167.9480953491962,25.280101055562568,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f12-i1-d5,3091029.244787037,1653801.5078268652,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f12-i1-d10,16735189.617343582,12040495.586434595,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f13-i1-d5,21.76236093015919,9.134710659845439,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f13-i1-d10,26.403086107044516,3.122426069869249,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f14-i1-d5,1.9732599546174399,0.9541017855435712,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f14-i1-d10,2.3317818788910003,0.1545673300162136,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f15-i1-d5,32.860024275766136,7.471839534847732,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f15-i1-d10,103.79261699717381,19.84659240564929,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f16-i1-d5,12.960046771212603,4.714464835432125,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f16-i1-d10,17.22556718044683,5.590215022892309,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f17-i1-d5,3.1070419457863263,0.4574087218358649,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f17-i1-d10,5.768412360653343,1.0734617492449914,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f18-i1-d5,13.78014968934773,2.675147597844303,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f18-i1-d10,16.921176025398488,2.8870510112217573,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f19-i1-d5,3.218203729814533,1.5988455277336584,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f19-i1-d10,6.962300104052119,0.469278802738998,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f20-i1-d5,2.388667903070086,0.5090392875453063,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f20-i1-d10,3.625542825133948,0.20378519206508372,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f21-i1-d5,2.235753152345751,0.6166884588162276,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f21-i1-d10,9.807777848272217,19.751794510722306,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f22-i1-d5,1.9737823718463687,2.3491054648748104,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f22-i1-d10,2.007702610137244,4.881219644913472,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f23-i1-d5,3.4969125329628907,0.970761590250298,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f23-i1-d10,3.749658617090277,0.795874649828038,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f24-i1-d5,22.11084184465183,1.1934921660682676,5
BBOB,"GA-BO (no TR, cosine γ)",BBOB-f24-i1-d10,65.04315272657853,12.440508189105515,5
